Date,Open,High,Low,Close,Adj Close,Volume
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.06142,116760000
2017-03-30,36.047501,36.125,35.875,35.982498,34.016514,84829200
2017-03-31,35.93,36.067501,35.752499,35.915001,33.952705,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,33.962158,79942800
2017-04-04,35.8125,36.2225,35.7925,36.192501,34.215038,79565600
2017-04-05,36.055,36.365002,35.952499,36.005001,34.037785,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,33.952705,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,33.877079,66688800
2017-04-10,35.900002,35.970001,35.724998,35.7925,33.836895,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.472935,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.513107,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.335857,71291600
2017-04-17,35.369999,35.470001,35.217499,35.4575,33.520203,66328400
2017-04-18,35.352501,35.509998,35.2775,35.299999,33.371307,58790000
2017-04-19,35.470001,35.5,35.112499,35.169998,33.248409,69313600
2017-04-20,35.305,35.73,35.290001,35.610001,33.664371,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.624191,69283600
2017-04-24,35.875,35.987499,35.794998,35.91,33.947979,68537200
2017-04-25,35.977501,36.224998,35.967499,36.1325,34.158329,75486000
2017-04-26,36.1175,36.150002,35.845001,35.919998,33.957436,80164800
2017-04-27,35.98,36.040001,35.827499,35.947498,33.983425,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,33.950348,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645,34.642826,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,34.862621,181408800
2017-05-03,36.397499,36.872501,36.067501,36.764999,34.75626,182788000
2017-05-04,36.630001,36.785,36.452499,36.6325,34.631008,93487600
2017-05-05,36.689999,37.244999,36.689999,37.240002,35.205311,109310800
2017-05-08,37.2575,38.424999,37.2575,38.252499,36.162483,195009600
2017-05-09,38.467499,38.720001,38.362499,38.497501,36.394108,156521600
2017-05-10,38.407501,38.485001,38.0275,38.314999,36.221584,103222800
2017-05-11,38.112499,38.517502,38.077499,38.487499,36.534828,109020400
2017-05-12,38.674999,39.105,38.6675,39.025002,37.045067,130108000
2017-05-15,39.002499,39.162498,38.762501,38.924999,36.950134,104038800
2017-05-16,38.985001,39.014999,38.68,38.8675,36.895554,80194000
2017-05-17,38.400002,38.642502,37.427502,37.5625,35.656765,203070800
2017-05-18,37.817501,38.334999,37.782501,38.134998,36.200214,134272800
2017-05-19,38.345001,38.494999,38.157501,38.264999,36.32362,107843200
2017-05-22,38.5,38.645,38.227501,38.497501,36.544331,91865600
2017-05-23,38.724998,38.724998,38.327499,38.450001,36.499237,79675600
2017-05-24,38.459999,38.5425,38.1675,38.334999,36.390072,76712000
2017-05-25,38.432499,38.587502,38.2575,38.467499,36.515854,76942400
2017-05-26,38.5,38.560001,38.327499,38.4025,36.454144,87710400
2017-05-30,38.355,38.607498,38.3325,38.4175,36.46838,80507600
2017-05-31,38.4925,38.5425,38.095001,38.189999,36.252426,97804800
2017-06-01,38.2925,38.3325,38.055,38.294998,36.3521,65616400
2017-06-02,38.395,38.862499,38.2225,38.862499,36.890808,111082800
2017-06-05,38.584999,38.612499,38.365002,38.482498,36.530079,101326800
2017-06-06,38.474998,38.952499,38.445,38.612499,36.653492,106499600
2017-06-07,38.755001,38.994999,38.619999,38.842499,36.871819,84278400
2017-06-08,38.8125,38.884998,38.599998,38.747501,36.781651,85003200
2017-06-09,38.797501,38.797501,36.505001,37.244999,35.35537,259530800
2017-06-12,36.435001,36.522499,35.627499,36.355,34.510529,289229200
2017-06-13,36.790001,36.862499,36.287498,36.647499,34.788185,136661600
2017-06-14,36.875,36.875,35.959999,36.290001,34.448826,126124800
2017-06-15,35.830002,36.119999,35.552502,36.072498,34.242359,128661600
2017-06-16,35.945,36.125,35.549999,35.567501,33.762981,201444400
2017-06-19,35.915001,36.685001,35.915001,36.584999,34.728859,130165600
2017-06-20,36.717499,36.717499,36.235001,36.252499,34.413223,99600400
2017-06-21,36.380001,36.517502,36.1525,36.467499,34.617321,85063200
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.560364,76425200
2017-06-23,36.282501,36.790001,36.2775,36.57,34.714615,141757600
2017-06-26,36.7925,37.07,36.345001,36.455002,34.605457,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,34.109467,99047600
2017-06-28,36.122501,36.5275,35.790001,36.4575,34.607822,88329600
2017-06-29,36.177502,36.282501,35.57,35.919998,34.097591,125997600
2017-06-30,36.112499,36.240002,35.945,36.005001,34.178284,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875,34.054878,57111200
2017-07-05,35.922501,36.197498,35.68,36.022499,34.194889,86278400
2017-07-06,35.755001,35.875,35.602501,35.682499,33.872147,96515200
2017-07-07,35.724998,36.1875,35.724998,36.044998,34.216251,76806800
2017-07-10,36.0275,36.487499,35.842499,36.264999,34.425091,84362400
2017-07-11,36.182499,36.462502,36.095001,36.3825,34.536636,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.586479,99538000
2017-07-13,36.375,37.122501,36.360001,36.942501,35.068214,100797600
2017-07-14,36.9925,37.3325,36.8325,37.259998,35.369598,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,35.493015,95174000
2017-07-18,37.299999,37.532501,37.1675,37.52,35.616428,71475200
2017-07-19,37.619999,37.855,37.487499,37.755001,35.8395,83692000
2017-07-20,37.875,37.935001,37.547501,37.584999,35.678112,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.661518,105010400
2017-07-24,37.645,38.110001,37.474998,38.022499,36.093422,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,36.247681,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,36.418552,63124000
2017-07-27,38.4375,38.497501,36.825001,37.639999,35.730335,129905200
2017-07-28,37.4725,37.557499,37.297501,37.375,35.478779,68854800
2017-07-31,37.474998,37.5825,37.032501,37.182499,35.296036,79383600
2017-08-01,37.275002,37.555,37.102501,37.512501,35.609306,141474400
2017-08-02,39.82,39.9375,39.040001,39.285,37.29187,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,36.919281,108389200
2017-08-04,39.017502,39.349998,38.922501,39.0975,37.113884,82239600
2017-08-07,39.264999,39.73,39.1675,39.702499,37.688194,87481200
2017-08-08,39.650002,40.4575,39.567501,40.02,37.98959,144823600
2017-08-09,39.814999,40.317501,39.7775,40.264999,38.222157,104526000
2017-08-10,39.974998,40,38.657501,38.830002,37.004711,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.519321,105028400
2017-08-14,39.830002,40.052502,39.6875,39.962502,38.083969,88490800
2017-08-15,40.165001,40.549999,40.035,40.400002,38.500908,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.346046,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465,37.609848,111762400
2017-08-18,39.465,39.875,39.18,39.375,37.524078,109712400
2017-08-21,39.375,39.4725,38.7775,39.302502,37.454994,105474000
2017-08-22,39.557499,40,39.505001,39.945,38.067291,86418400
2017-08-23,39.767502,40.1175,39.720001,39.994999,38.114944,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,37.945782,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965,38.086349,101920400
2017-08-28,40.035,40.5,39.982498,40.3675,38.469936,103864000
2017-08-29,40.025002,40.779999,40,40.727501,38.813007,118067600
2017-08-30,40.950001,40.9725,40.6525,40.837502,38.917835,109078400
2017-08-31,40.91,41.130001,40.869999,41,39.072697,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.084614,66364400
2017-09-05,40.9375,41.0625,40.139999,40.52,38.615261,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.574764,86606800
2017-09-07,40.522499,40.560001,40.09,40.314999,38.419907,87714000
2017-09-08,40.215,40.287498,39.6325,39.657501,37.793304,114446000
2017-09-11,40.125,40.512501,39.9725,40.375,38.477077,126323200
2017-09-12,40.6525,40.990002,39.692501,40.215,38.324596,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,38.036316,179629600
2017-09-14,39.747501,39.849998,39.522499,39.57,37.709923,95042800
2017-09-15,39.6175,40.2425,39.5,39.970001,38.091114,196458400
2017-09-18,40.0275,40.125,39.5,39.6675,37.802837,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.817135,83242400
2017-09-20,39.474998,39.564999,38.4575,39.017502,37.183392,211805600
2017-09-21,38.950001,38.950001,38.1875,38.3475,36.544888,150046800
2017-09-22,37.884998,38.067501,37.639999,37.9725,36.187508,186581600
2017-09-25,37.497501,37.9575,37.290001,37.637501,35.868256,177549200
2017-09-26,37.945,38.48,37.922501,38.285,36.485325,146640000
2017-09-27,38.450001,38.68,38.384998,38.557499,36.745003,102016800
2017-09-28,38.4725,38.57,38.174999,38.32,36.518677,88022000
2017-09-29,38.302502,38.532501,38,38.529999,36.7188,105199200
2017-10-02,38.564999,38.612499,38.18,38.452499,36.644955,74795200
2017-10-03,38.502499,38.772499,38.477501,38.619999,36.804581,64921200
2017-10-04,38.407501,38.465,38.115002,38.369999,36.566334,80655200
2017-10-05,38.544998,38.860001,38.512501,38.8475,37.021385,85135200
2017-10-06,38.7425,38.872501,38.639999,38.825001,36.99995,69630400
2017-10-09,38.952499,39.182499,38.872501,38.959999,37.128597,65051600
2017-10-10,39.014999,39.5,38.775002,38.974998,37.142883,62468000
2017-10-11,38.9925,39.244999,38.9375,39.137501,37.297749,67622400
2017-10-12,39.087502,39.342499,38.932499,39,37.166714,64500400
2017-10-13,39.182499,39.32,39.102501,39.247501,37.40258,65576800
2017-10-16,39.474998,40,39.412498,39.970001,38.091114,96486000
2017-10-17,39.945,40.217499,39.807499,40.1175,38.231686,75989200
2017-10-18,40.105,40.177502,39.900002,39.939999,38.062523,65496800
2017-10-19,39.1875,39.27,38.755001,38.994999,37.161953,170336800
2017-10-20,39.1525,39.4375,38.990002,39.0625,37.22628,95896400
2017-10-23,39.2225,39.422501,38.875,39.0425,37.207218,87937200
2017-10-24,39.072498,39.355,39.049999,39.275002,37.428787,71028800
2017-10-25,39.227501,39.387501,38.817501,39.102501,37.264397,84828400
2017-10-26,39.307499,39.4575,39.195,39.352501,37.502636,68002000
2017-10-27,39.822498,40.900002,39.674999,40.762501,38.846363,177816800
2017-10-30,40.9725,42.017502,40.93,41.68,39.720737,178803200
2017-10-31,41.974998,42.412498,41.735001,42.259998,40.273468,144187200
2017-11-01,42.467499,42.485001,41.4025,41.7225,39.76123,134551200
2017-11-02,41.650002,42.125,41.32,42.0275,40.051899,165573600
2017-11-03,43.5,43.564999,42.779999,43.125,41.097801,237594400
2017-11-06,43.092499,43.747501,42.93,43.5625,41.514744,140105200
2017-11-07,43.477501,43.8125,43.400002,43.702499,41.648159,97446000
2017-11-08,43.665001,44.060001,43.5825,44.060001,41.988853,97638000
2017-11-09,43.7775,44.025002,43.285,43.970001,41.903088,117930400
2017-11-10,43.7775,43.845001,43.567501,43.6675,41.764404,100582000
2017-11-13,43.375,43.625,43.349998,43.4925,41.597031,67928400
2017-11-14,43.259998,43.369999,42.794998,42.834999,40.968185,99130000
2017-11-15,42.4925,42.580002,42.095001,42.27,40.427814,116632400
2017-11-16,42.794998,42.967499,42.575001,42.775002,40.910809,94550000
2017-11-17,42.759998,42.8475,42.41,42.537498,40.683655,87598000
2017-11-20,42.572498,42.639999,42.389999,42.494999,40.643002,65049600
2017-11-21,42.695,43.424999,42.695,43.285,41.398571,100525200
2017-11-22,43.34,43.75,43.262501,43.740002,41.833752,102355600
2017-11-24,43.775002,43.875,43.662498,43.7425,41.836136,56106800
2017-11-27,43.762501,43.77,43.334999,43.522499,41.625725,82867200
2017-11-28,43.575001,43.717499,42.965,43.267502,41.381844,105715200
2017-11-29,43.157501,43.23,41.790001,42.369999,40.523457,166665600
2017-11-30,42.607498,43.035,42.110001,42.962502,41.09013,166108800
2017-12-01,42.487499,42.9175,42.125,42.762501,40.898857,159037200
2017-12-04,43.119999,43.154999,42.407501,42.450001,40.599968,130169600
2017-12-05,42.264999,42.880001,42.099998,42.41,40.56171,109400800
2017-12-06,41.875,42.549999,41.615002,42.252499,40.411079,114240000
2017-12-07,42.2575,42.610001,42.227501,42.330002,40.485199,102693200
2017-12-08,42.622501,42.75,42.205002,42.342499,40.497154,93420800
2017-12-11,42.299999,43.2225,42.197498,43.1675,41.286194,141095200
2017-12-12,43.037498,43.0975,42.865002,42.924999,41.05426,77636800
2017-12-13,43.125,43.384998,43,43.067501,41.190559,95273600
2017-12-14,43.099998,43.282501,42.912498,43.055,41.178596,81906000
2017-12-15,43.407501,43.5425,43.115002,43.4925,41.597031,160677200
2017-12-18,43.720001,44.299999,43.715,44.105,42.182838,117684400
2017-12-19,43.7575,43.8475,43.522499,43.634998,41.733326,109745600
2017-12-20,43.717499,43.855,43.3125,43.587502,41.687901,93902400
2017-12-21,43.5425,44.005001,43.525002,43.752499,41.845703,83799600
2017-12-22,43.669998,43.855,43.625,43.752499,41.845703,65397600
2017-12-26,42.700001,42.8675,42.419998,42.642502,40.784081,132742000
2017-12-27,42.525002,42.695,42.427502,42.650002,40.791256,85992800
2017-12-28,42.75,42.962502,42.619999,42.77,40.906017,65920800
2017-12-29,42.630001,42.647499,42.305,42.307499,40.46368,103999600
2018-01-02,42.540001,43.075001,42.314999,43.064999,41.18816,102223600
2018-01-03,43.1325,43.637501,42.990002,43.057499,41.180984,118071600
2018-01-04,43.134998,43.3675,43.02,43.2575,41.372272,89738400
2018-01-05,43.360001,43.842499,43.262501,43.75,41.843307,94640000
2018-01-08,43.587502,43.9025,43.482498,43.587502,41.687901,82271200
2018-01-09,43.637501,43.764999,43.352501,43.5825,41.683109,86336000
2018-01-10,43.290001,43.575001,43.25,43.572498,41.673546,95839600
2018-01-11,43.647499,43.872501,43.622501,43.82,41.910259,74670800
2018-01-12,44.044998,44.34,43.912498,44.272499,42.34304,101672400
2018-01-16,44.474998,44.8475,44.035,44.047501,42.127857,118263600
2018-01-17,44.037498,44.8125,43.767502,44.775002,42.823639,137547200
2018-01-18,44.842499,45.025002,44.5625,44.814999,42.861893,124773600
2018-01-19,44.6525,44.895,44.352501,44.615002,42.67062,129700400
2018-01-22,44.325001,44.445,44.150002,44.25,42.321514,108434400
2018-01-23,44.325001,44.860001,44.205002,44.259998,42.331081,130756400
2018-01-24,44.3125,44.325001,43.299999,43.555,41.656803,204420400
2018-01-25,43.627499,43.737499,42.6325,42.7775,40.913193,166116000
2018-01-26,43,43,42.514999,42.877499,41.008831,156572000
2018-01-29,42.540001,42.540001,41.767502,41.990002,40.160015,202561600
2018-01-30,41.3825,41.842499,41.174999,41.7425,39.923306,184192800
2018-01-31,41.717499,42.110001,41.625,41.857498,40.033283,129915600
2018-02-01,41.7925,42.154999,41.689999,41.945,40.116978,188923200
2018-02-02,41.5,41.700001,40.025002,40.125,38.376289,346375200
2018-02-05,39.775002,40.970001,39,39.122501,37.41748,290954000
2018-02-06,38.7075,40.93,38.5,40.7575,38.981232,272975200
2018-02-07,40.772499,40.849998,39.767502,39.884998,38.146751,206434400
2018-02-08,40.072498,40.25,38.7575,38.787498,37.097088,217562000
2018-02-09,39.267502,39.4725,37.560001,39.102501,37.550831,282690400
2018-02-12,39.625,40.9725,39.377499,40.677502,39.063332,243278000
2018-02-13,40.487499,41.1875,40.412498,41.084999,39.454666,130196800
2018-02-14,40.759998,41.884998,40.720001,41.842499,40.182098,162579600
2018-02-15,42.447498,43.272499,42.25,43.247501,41.531353,204588800
2018-02-16,43.09,43.705002,42.942501,43.107498,41.3969,160704400
2018-02-20,43.012501,43.564999,42.855,42.962502,41.25766,135722000
2018-02-21,43.2075,43.529999,42.752499,42.767502,41.0704,149886400
2018-02-22,42.950001,43.487499,42.927502,43.125,41.413715,123967600
2018-02-23,43.4175,43.912498,43.384998,43.875,42.133953,135249600
2018-02-26,44.087502,44.8475,44.052502,44.7425,42.967022,152648800
2018-02-27,44.775002,45.119999,44.540001,44.5975,42.827785,155712400
2018-02-28,44.814999,45.154999,44.512501,44.529999,42.762962,151128400
2018-03-01,44.634998,44.945,43.165001,43.75,42.013905,195208000
2018-03-02,43.200001,44.075001,43.112499,44.052502,42.304409,153816000
2018-03-05,43.802502,44.435001,43.630001,44.205002,42.450859,113605600
2018-03-06,44.477501,44.5625,44.032501,44.1675,42.414837,95154000
2018-03-07,43.735001,43.962502,43.567501,43.7575,42.021107,126814000
2018-03-08,43.869999,44.279999,43.767502,44.235001,42.479668,95096400
2018-03-09,44.490002,45,44.3475,44.994999,43.209503,128740800
2018-03-12,45.072498,45.5975,45.052502,45.43,43.627251,128828400
2018-03-13,45.647499,45.875,44.810001,44.9925,43.2071,126774000
2018-03-14,45.080002,45.130001,44.452499,44.610001,42.839783,117473600
2018-03-15,44.625,45.060001,44.517502,44.662498,42.890205,90975200
2018-03-16,44.662498,44.779999,44.404999,44.505001,42.738956,157618800
2018-03-19,44.330002,44.3675,43.415001,43.825001,42.085938,133787200
2018-03-20,43.810001,44.200001,43.735001,43.810001,42.071526,78597600
2018-03-21,43.759998,43.772499,42.814999,42.817501,41.118416,148219600
2018-03-22,42.5,43.169998,42.150002,42.212502,40.537422,165963200
2018-03-23,42.0975,42.48,41.235001,41.235001,39.598705,164115200
2018-03-26,42.017502,43.275002,41.610001,43.192501,41.478539,150164800
2018-03-27,43.419998,43.787498,41.73,42.084999,40.414982,163690400
2018-03-28,41.8125,42.505001,41.297501,41.619999,39.96843,166674000
2018-03-29,41.952499,42.9375,41.724998,41.945,40.28054,153594000
2018-04-02,41.66,42.235001,41.1175,41.669998,40.016453,150347200
2018-04-03,41.91,42.1875,41.220001,42.0975,40.426979,121112000
2018-04-04,41.220001,43.002499,41.192501,42.9025,41.200047,138422000
2018-04-05,43.145,43.557499,43.02,43.200001,41.485737,107732800
2018-04-06,42.7425,43.119999,42.049999,42.095001,40.424587,140021200
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.825523,116070800
2018-04-10,43.25,43.5,42.8825,43.3125,41.593769,113634400
2018-04-11,43.057499,43.48,42.924999,43.110001,41.399311,89726400
2018-04-12,43.352501,43.75,43.259998,43.535,41.807449,91557200
2018-04-13,43.695,43.959999,43.462502,43.682499,41.949085,100497200
2018-04-16,43.7575,44.047501,43.7075,43.955002,42.210777,86313600
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.791775,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.695736,83018000
2018-04-19,43.439999,43.8475,43.165001,43.200001,41.485737,139235200
2018-04-20,42.650002,42.805,41.357498,41.43,39.785969,261964400
2018-04-23,41.7075,41.73,41.022499,41.310001,39.670738,146062000
2018-04-24,41.4175,41.5825,40.305,40.735001,39.118557,134768000
2018-04-25,40.654999,41.355,40.602501,40.912498,39.289009,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055,39.425858,111852000
2018-04-27,41,41.0825,40.157501,40.580002,38.9697,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.675545,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.597446,214277600
2018-05-02,43.807499,44.4375,43.450001,44.142502,42.390835,266157600
2018-05-03,43.970001,44.375,43.610001,44.2225,42.467659,136272800
2018-05-04,44.5625,46.0625,44.5425,45.9575,44.133816,224805200
2018-05-07,46.294998,46.9175,46.1875,46.290001,44.453121,169805600
2018-05-08,46.247501,46.555,45.9175,46.512501,44.66679,113611200
2018-05-09,46.637501,46.849998,46.305,46.84,44.9813,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.624706,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.451191,104848800
2018-05-14,47.252499,47.3825,46.965,47.037498,45.345142,83115200
2018-05-15,46.695,46.767502,46.275002,46.610001,44.933025,94780800
2018-05-16,46.517502,47.115002,46.5,47.044998,45.35236,76732400
2018-05-17,47,47.227501,46.59,46.747501,45.065578,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.901691,73190800
2018-05-21,47,47.317501,46.727501,46.907501,45.219822,73603200
2018-05-22,47.095001,47.220001,46.695,46.790001,45.106544,60962800
2018-05-23,46.587502,47.125,46.439999,47.09,45.395748,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.345142,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145,45.448776,69844000
2018-05-29,46.900002,47.1875,46.717499,46.974998,45.284885,90056400
2018-05-30,46.93,47,46.695,46.875,45.188484,74762000
2018-05-31,46.805,47.057499,46.535,46.717499,45.036648,109931200
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.848843,93770000
2018-06-04,47.91,48.355,47.837502,47.9575,46.232037,105064800
2018-06-05,48.267502,48.485001,48.09,48.327499,46.58873,86264000
2018-06-06,48.407501,48.52,47.98,48.494999,46.750206,83734400
2018-06-07,48.535,48.549999,48.084999,48.365002,46.624882,85388800
2018-06-08,47.7925,48,47.442501,47.924999,46.20071,106627200
2018-06-11,47.837502,47.9925,47.552502,47.807499,46.087437,73234000
2018-06-12,47.8475,48.1525,47.787498,48.07,46.340488,67644400
2018-06-13,48.105,48.220001,47.610001,47.674999,45.959705,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,45.983799,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.51144,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,45.487335,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.75227,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,44.947479,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.696842,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,44.566696,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,43.903927,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.448601,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,44.383526,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.70647,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.612473,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,45.111362,70925200
2018-07-03,46.947498,46.987499,45.884998,45.98,44.32568,55819200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.682373,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,45.301754,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,45.930786,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,45.875347,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,45.280064,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,46.039227,72164400
2018-07-13,47.77,47.959999,47.724998,47.8325,46.111534,50055600
2018-07-16,47.880001,48.162498,47.605,47.727501,46.010315,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,46.14045,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,45.887405,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.244091,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,46.138046,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,46.179016,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,46.514023,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.952641,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.805634,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,46.027184,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.769302,84118000
